smiles,APR_HepG2_CellLoss_72h_dn,APR_HepG2_p53Act_72h_up,APR_HepG2_MitoMembPot_24h_dn,APR_HepG2_MitoMass_72h_up,APR_Hepat_DNATexture_24hr_up,APR_HepG2_MitoMembPot_1h_dn,APR_HepG2_NuclearSize_72h_up,APR_HepG2_MitoMass_24h_up,APR_HepG2_CellCycleArrest_72h_dn,APR_HepG2_MitoMass_24h_dn,APR_HepG2_CellCycleArrest_24h_up,APR_HepG2_CellCycleArrest_24h_dn,APR_Hepat_Apoptosis_24hr_up,APR_HepG2_MitoMass_72h_dn,APR_Hepat_MitoFxnI_48hr_dn,APR_HepG2_OxidativeStress_72h_up,APR_HepG2_MicrotubuleCSK_72h_dn,APR_HepG2_MicrotubuleCSK_24h_dn,APR_Hepat_NuclearSize_48hr_dn,APR_HepG2_p53Act_24h_up,APR_HepG2_MitoticArrest_24h_up,APR_HepG2_MicrotubuleCSK_24h_up,APR_HepG2_StressKinase_24h_up,APR_HepG2_MitoticArrest_72h_up,APR_Hepat_DNADamage_24hr_up,APR_Hepat_MitoFxnI_1hr_dn,APR_HepG2_MicrotubuleCSK_72h_up,APR_HepG2_NuclearSize_72h_dn,APR_Hepat_CellLoss_24hr_dn,APR_HepG2_StressKinase_72h_up,APR_Hepat_DNATexture_48hr_up,APR_Hepat_NuclearSize_24hr_dn,APR_Hepat_Steatosis_24hr_up,APR_HepG2_CellLoss_24h_dn,APR_Hepat_Steatosis_48hr_up,APR_Hepat_CellLoss_48hr_dn,APR_Hepat_MitoFxnI_24hr_dn,APR_HepG2_MitoMembPot_72h_dn,APR_HepG2_OxidativeStress_24h_up,APR_HepG2_StressKinase_1h_up,APR_HepG2_NuclearSize_24h_dn,APR_Hepat_Apoptosis_48hr_up,APR_Hepat_DNADamage_48hr_up
CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
FAIL,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,1.0,1.0,1.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0,,
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1.0,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCCCCCN(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(C)=NC(OC)=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[Cl-].[Cl-].[Hg++],1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
NC=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
C[As](C)(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cl)(Cl)C(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCN(CCC)C(=O)SCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(=O)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
O=[Si]=O,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[Na+].[O-]N=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1.0,1.0,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FAIL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,,1.0,1.0,0.0,0.0,,,,,0.0,,1.0,,,,1.0,,,,,1.0,,0.0,,
CCC12COCN1COC2,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,1.0,,0.0,,
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1(C)N(Br)C(=O)N(Br)C1=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Na+].[O-][Cl]=O,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CC1(C)NC(=O)NC1=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COS(=O)(=O)OC,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COC(O)C=C(C)OP(O)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,0.0,,0.0,,
OC(=O)CC(O)(CC(O)=O)C(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCCCSP(=O)(SCCCC)SCCCC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FAIL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC(=O)CC(C)(C)C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,1.0,0.0,,0.0,,
ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
NC(=O)C=C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CNC(C)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(=O)C(Cl)Cl,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CN(C)C(Cl)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)(OO)C1=CC=CC=C1,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,
[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCC(C)(C)C1=CC=C(O)C=C1,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,0.0,,0.0,,
CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
